"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Goto card.html and assert status 200.","5423","Navigates directly to card.html and returns 200","tests.accept_a_payment","2026-07-05","passed","2026-07-05","TestPageLoadAndInitialState","test_card","",""
"Fill the card form and complete payment for the given card.","4453","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-05","passed","2026-07-05","TestSuccessfulPayment","test_card","",""
"Test form validation: invalid card number.","5381","Form validation - invalid card format","tests.accept_a_payment","2026-07-05","passed","2026-07-05","TestCardFormValidation","test_card","",""
"Fill the card form and complete payment for the given card.","5888","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-05","passed","2026-07-05","TestSuccessfulPayment","test_card","",""
"","1","test_returns_correct_url_for_every_registered_combination[firefox-acceptapayment-docker]","tests.framework","2026-07-05","passed","2026-07-05","TestGetBaseUrl","test_config","",""
"","0","test_raises_for_invalid_environment[webkit]","tests.framework","2026-07-05","passed","2026-07-05","TestGetBaseUrl","test_config","",""
"","1","test_raises_for_unknown_app[webkit]","tests.framework","2026-07-05","passed","2026-07-05","TestGetBaseUrl","test_config","",""
"Test form validation: invalid expiration date month.","6439","Form validation - invalid expiration date month","tests.accept_a_payment","2026-07-05","passed","2026-07-05","TestCardFormValidation","test_card","",""
"","1","test_unknown_app_error_lists_registered_apps[firefox]","tests.framework","2026-07-05","passed","2026-07-05","TestGetBaseUrl","test_config","",""
"Test form validation: CVC field left empty.","5308","Form validation - incomplete CVC","tests.accept_a_payment","2026-07-05","passed","2026-07-05","TestCardFormValidation","test_card","",""
"Goto card.html and assert page title is 'Card'.","2085","Page title is ""Card""","tests.accept_a_payment","2026-07-05","passed","2026-07-05","TestPageLoadAndInitialState","test_card","",""
"","0","test_returns_correct_url_for_every_registered_combination[firefox-acceptapayment-local]","tests.framework","2026-07-05","passed","2026-07-05","TestGetBaseUrl","test_config","",""
"","2","test_empties_allure_results_dir_contents_but_keeps_directory[chromium]","tests.framework","2026-07-05","passed","2026-07-05","TestCleanAndCreateLogDirs","test_log_helpers","",""
"Goto card.html and assert #messages is hidden on load.","3251","#messages panel is hidden on load","tests.accept_a_payment","2026-07-05","passed","2026-07-05","TestPageLoadAndInitialState","test_card","",""
"","0","test_str_never_contains_the_full_pan[webkit]","tests.framework","2026-07-05","passed","2026-07-05","TestCardMasking","test_models","",""
"","4","test_str_shows_only_last_four_digits[chromium-short-masks-everything]","tests.framework","2026-07-05","passed","2026-07-05","TestCardMasking","test_models","",""
"
        After successful payment, payment intent ID appears as a link to the Stripe dashboard.
        ","7396","Payment Intent ID appears as a dashboard link in #messages after successful payment","tests.accept_a_payment","2026-07-05","passed","2026-07-05","TestSuccessfulPayment","test_card","",""
"","0","test_docker_env_resolves_to_compose_service_hostname[firefox]","tests.framework","2026-07-05","passed","2026-07-05","TestGetBaseUrl","test_config","",""
"Goto card.html and assert #card-errors is empty.","5589","#card-errors is empty on load","tests.accept_a_payment","2026-07-05","passed","2026-07-05","TestPageLoadAndInitialState","test_card","",""
"","1","test_str_shows_only_last_four_digits[webkit-amex-uneven]","tests.framework","2026-07-05","passed","2026-07-05","TestCardMasking","test_models","",""
"","1","test_unlinks_symlinked_file_without_deleting_its_target[webkit]","tests.framework","2026-07-05","passed","2026-07-05","TestCleanAndCreateLogDirs","test_log_helpers","",""
"Fill the card form and complete payment for the given card.","8344","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-05","passed","2026-07-05","TestSuccessfulPayment","test_card","",""
"","1","test_unlinks_symlinked_file_without_deleting_its_target[firefox]","tests.framework","2026-07-05","passed","2026-07-05","TestCleanAndCreateLogDirs","test_log_helpers","",""
"Goto card.html and assert #name input value is 'Jenny Rosen'.","5830","Name input is pre-filled with ""Jenny Rosen""","tests.accept_a_payment","2026-07-05","passed","2026-07-05","TestPageLoadAndInitialState","test_card","",""
"","0","test_repr_keeps_non_sensitive_fields_readable[webkit]","tests.framework","2026-07-05","passed","2026-07-05","TestCardMasking","test_models","",""
"","11","test_removes_regular_files_and_subdirs_from_log_dir[webkit]","tests.framework","2026-07-05","passed","2026-07-05","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","1","test_repr_never_exposes_the_cvc[firefox]","tests.framework","2026-07-05","passed","2026-07-05","TestCardMasking","test_models","",""
"","1","test_str_shows_only_last_four_digits[webkit-visa-grouped]","tests.framework","2026-07-05","passed","2026-07-05","TestCardMasking","test_models","",""
"Test form validation: empty fields, invalid card number, expired date.","5940","Form validation - empty fields, invalid card format, expired date","tests.accept_a_payment","2026-07-05","passed","2026-07-05","TestCardFormValidation","test_card","",""
"","1","test_str_shows_only_last_four_digits[firefox-exactly-four-masks-everything]","tests.framework","2026-07-05","passed","2026-07-05","TestCardMasking","test_models","",""
"","4","test_unlinks_symlinked_dir_without_deleting_its_target[webkit]","tests.framework","2026-07-05","passed","2026-07-05","TestCleanAndCreateLogDirs","test_log_helpers","",""
"Test form validation: invalid card number.","7339","Form validation - invalid card format","tests.accept_a_payment","2026-07-05","passed","2026-07-05","TestCardFormValidation","test_card","",""
