"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test form validation: expiration date field left empty.","6074","Form validation - incomplete expiration date","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestCardFormValidation","test_card","",""
"","3062","test_clean_pass_prints_no_flaky_section[webkit]","tests.framework","2026-07-06","passed","2026-07-06","","test_flaky_summary","",""
"","0","test_str_shows_only_last_four_digits[firefox-amex-uneven]","tests.framework","2026-07-06","passed","2026-07-06","TestCardMasking","test_models","",""
"","4","test_repr_never_exposes_the_cvc[chromium]","tests.framework","2026-07-06","passed","2026-07-06","TestCardMasking","test_models","",""
"Intentionally fails its first attempt with a Playwright TimeoutError and passes on the retry. Demonstrates the CI retry policy and pass-on-retry reporting; it is not a test of the application. Skips locally, where retries are disabled (--reruns=0).","1","Flaky retry demo — deterministic fail-then-pass","tests.framework","2026-07-06","passed","2026-07-06","","test_flaky_demo","",""
"","7","test_raises_for_unknown_app[firefox]","tests.framework","2026-07-06","passed","2026-07-06","TestGetBaseUrl","test_config","",""
"Test form validation: CVC field left empty.","5347","Form validation - incomplete CVC","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestCardFormValidation","test_card","",""
"","2174","test_fail_then_pass_is_counted_flaky[chromium]","tests.framework","2026-07-06","passed","2026-07-06","","test_flaky_summary","",""
"","9","test_returns_correct_url_for_every_registered_combination[webkit-acceptapayment-local]","tests.framework","2026-07-06","passed","2026-07-06","TestGetBaseUrl","test_config","",""
"","1","test_repr_keeps_non_sensitive_fields_readable[webkit]","tests.framework","2026-07-06","passed","2026-07-06","TestCardMasking","test_models","",""
"Fill the card form and complete payment for the given card.","15979","Fill the card form and complete payment for the given card with 3DS authentication","tests.accept_a_payment","2026-07-06","passed","2026-07-06","Test3DSecureAuthenticationFlow","test_card","",""
"","0","test_str_never_contains_the_full_pan[chromium]","tests.framework","2026-07-06","passed","2026-07-06","TestCardMasking","test_models","",""
"Test form validation: expiration date field left empty.","6639","Form validation - incomplete expiration date","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestCardFormValidation","test_card","",""
"","0","test_str_shows_only_last_four_digits[firefox-no-spaces]","tests.framework","2026-07-06","passed","2026-07-06","TestCardMasking","test_models","",""
"","12","test_repr_never_exposes_the_cvc[firefox]","tests.framework","2026-07-06","passed","2026-07-06","TestCardMasking","test_models","",""
"Goto card.html and assert #messages is hidden on load.","2859","#messages panel is hidden on load","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestPageLoadAndInitialState","test_card","",""
"","8","test_unlinks_symlinked_dir_without_deleting_its_target[firefox]","tests.framework","2026-07-06","passed","2026-07-06","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","7","test_docker_env_resolves_to_compose_service_hostname[webkit]","tests.framework","2026-07-06","passed","2026-07-06","TestGetBaseUrl","test_config","",""
"","2176","test_framework_items_never_rerun[webkit]","tests.framework","2026-07-06","passed","2026-07-06","","test_retry_optout","",""
"","837","test_optout_scoped_to_conftest_directory[chromium]","tests.framework","2026-07-06","passed","2026-07-06","","test_retry_optout","",""
"","1","test_empties_allure_results_dir_contents_but_keeps_directory[webkit]","tests.framework","2026-07-06","passed","2026-07-06","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","1","test_returns_correct_url_for_every_registered_combination[chromium-acceptapayment-local]","tests.framework","2026-07-06","passed","2026-07-06","TestGetBaseUrl","test_config","",""
"","1835","test_demo_marker_bucketed_separately[webkit]","tests.framework","2026-07-06","passed","2026-07-06","","test_flaky_summary","",""
"","2","test_unlinks_symlinked_file_without_deleting_its_target[chromium]","tests.framework","2026-07-06","passed","2026-07-06","TestCleanAndCreateLogDirs","test_log_helpers","",""
"
        After successful payment, payment intent ID appears as a link to the Stripe dashboard.
        ","7079","Payment Intent ID appears as a dashboard link in #messages after successful payment","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestSuccessfulPayment","test_card","",""
"Goto card.html and assert Stripe iframe in #card-element.","4164","Stripe card element iframe is mounted within #card-element","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestPageLoadAndInitialState","test_card","",""
"","1","test_unknown_app_error_lists_registered_apps[webkit]","tests.framework","2026-07-06","passed","2026-07-06","TestGetBaseUrl","test_config","",""
"","7","test_empties_allure_results_dir_contents_but_keeps_directory[chromium]","tests.framework","2026-07-06","passed","2026-07-06","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","1673","test_fail_then_pass_is_counted_flaky[firefox]","tests.framework","2026-07-06","passed","2026-07-06","","test_flaky_summary","",""
"","0","test_repr_masks_the_pan[firefox]","tests.framework","2026-07-06","passed","2026-07-06","TestCardMasking","test_models","",""
"Goto card.html and assert page title is 'Card'.","2088","Page title is ""Card""","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestPageLoadAndInitialState","test_card","",""
"","1823","test_framework_items_never_rerun[chromium]","tests.framework","2026-07-06","passed","2026-07-06","","test_retry_optout","",""
"","2335","test_fail_then_pass_is_counted_flaky[webkit]","tests.framework","2026-07-06","passed","2026-07-06","","test_flaky_summary","",""
"","4007","test_xdist_forwards_rerun_reports[chromium]","tests.framework","2026-07-06","passed","2026-07-06","","test_flaky_summary","",""
"","0","test_invalid_env_error_lists_valid_options[chromium]","tests.framework","2026-07-06","passed","2026-07-06","TestGetBaseUrl","test_config","",""
"","1","test_unlinks_symlinked_file_without_deleting_its_target[firefox]","tests.framework","2026-07-06","passed","2026-07-06","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","0","test_repr_masks_the_pan[webkit]","tests.framework","2026-07-06","passed","2026-07-06","TestCardMasking","test_models","",""
"
        After successful payment, payment intent ID appears as a link to the Stripe dashboard.
        ","9322","Payment Intent ID appears as a dashboard link in #messages after successful payment","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestSuccessfulPayment","test_card","",""
"Test form validation: CVC field left empty.","3966","Form validation - incomplete CVC","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestCardFormValidation","test_card","",""
"","0","test_creates_missing_log_and_allure_dirs[webkit]","tests.framework","2026-07-06","passed","2026-07-06","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","8","test_str_shows_only_last_four_digits[chromium-amex-uneven]","tests.framework","2026-07-06","passed","2026-07-06","TestCardMasking","test_models","",""
"Goto card.html and assert #card-errors is empty.","4477","#card-errors is empty on load","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestPageLoadAndInitialState","test_card","",""
"Fill the card form and complete payment for the given card.","7215","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestSuccessfulPayment","test_card","",""
"","0","test_invalid_env_error_lists_valid_options[webkit]","tests.framework","2026-07-06","passed","2026-07-06","TestGetBaseUrl","test_config","",""
"","6","test_str_shows_only_last_four_digits[firefox-exactly-four-masks-everything]","tests.framework","2026-07-06","passed","2026-07-06","TestCardMasking","test_models","",""
"Goto card.html and assert page title is 'Card'.","4147","Page title is ""Card""","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestPageLoadAndInitialState","test_card","",""
"","1","test_repr_masks_the_pan[chromium]","tests.framework","2026-07-06","passed","2026-07-06","TestCardMasking","test_models","",""
"Goto card.html and assert #messages is hidden on load.","2138","#messages panel is hidden on load","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestPageLoadAndInitialState","test_card","",""
"Goto card.html and assert #submit/pay button is enabled.","1279","Pay button is enabled on load","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestPageLoadAndInitialState","test_card","",""
"","2662","test_summary_mirrored_to_github_step_summary[chromium]","tests.framework","2026-07-06","passed","2026-07-06","","test_flaky_summary","",""
"Test form validation: empty fields, invalid card number, expired date.","4899","Form validation - empty fields, invalid card format, expired date","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestCardFormValidation","test_card","",""
"","1","test_repr_keeps_non_sensitive_fields_readable[firefox]","tests.framework","2026-07-06","passed","2026-07-06","TestCardMasking","test_models","",""
"Test form validation: ZIP/postal code field left empty.","5482","Form validation - incomplete ZIP code","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestCardFormValidation","test_card","",""
"","0","test_str_shows_only_last_four_digits[chromium-short-masks-everything]","tests.framework","2026-07-06","passed","2026-07-06","TestCardMasking","test_models","",""
"","3","test_removes_regular_files_and_subdirs_from_log_dir[webkit]","tests.framework","2026-07-06","passed","2026-07-06","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","1","test_unlinks_symlinked_dir_without_deleting_its_target[webkit]","tests.framework","2026-07-06","passed","2026-07-06","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","2223","test_optout_scoped_to_conftest_directory[firefox]","tests.framework","2026-07-06","passed","2026-07-06","","test_retry_optout","",""
"Test form validation: invalid card number.","5244","Form validation - invalid card format","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestCardFormValidation","test_card","",""
"Goto card.html and assert #name input value is 'Jenny Rosen'.","1782","Name input is pre-filled with ""Jenny Rosen""","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestPageLoadAndInitialState","test_card","",""
"","1","test_unlinks_symlinked_dir_without_deleting_its_target[chromium]","tests.framework","2026-07-06","passed","2026-07-06","TestCleanAndCreateLogDirs","test_log_helpers","",""
"Test form validation: invalid expiration date month.","3496","Form validation - invalid expiration date month","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestCardFormValidation","test_card","",""
"","1","test_raises_for_unknown_app[chromium]","tests.framework","2026-07-06","passed","2026-07-06","TestGetBaseUrl","test_config","",""
"","1","test_str_shows_only_last_four_digits[webkit-amex-uneven]","tests.framework","2026-07-06","passed","2026-07-06","TestCardMasking","test_models","",""
"","2333","test_flaky_demo_marker_stays_retry_eligible[webkit]","tests.framework","2026-07-06","passed","2026-07-06","","test_retry_optout","",""
