"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Goto card.html and assert #card-errors is empty.","5470","#card-errors is empty on load","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestPageLoadAndInitialState","test_card","",""
"","1438","test_quarantined_entry_carries_flag_and_expires[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_run_record","",""
"","1","test_corrupt_history_starts_fresh[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","1","test_release_requires_every_browser_clean[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"Test form validation: CVC field left empty.","4762","Form validation - incomplete CVC","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestCardFormValidation","test_card","",""
"Goto card.html and assert #messages is hidden on load.","2220","#messages panel is hidden on load","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestPageLoadAndInitialState","test_card","",""
"","2","test_unlinks_symlinked_dir_without_deleting_its_target[webkit]","tests.framework","2026-07-16","passed","2026-07-16","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","1","test_clean_browser_shown_alongside_dirty_one[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"Goto card.html and assert Stripe iframe in #card-element.","2927","Stripe card element iframe is mounted within #card-element","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestPageLoadAndInitialState","test_card","",""
"","9","test_str_never_contains_the_full_pan[webkit]","tests.framework","2026-07-16","passed","2026-07-16","TestCardMasking","test_models","",""
"Under xdist the worker that saw the rerun must not also write the file.

    ``pytest_terminal_summary`` runs on workers too — their terminal output
    is discarded, but a file append is not. Only the controller may mirror.
    ","4239","test_xdist_mirrors_step_summary_exactly_once[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flaky_summary","",""
"Fill the card form and complete payment for the given card.","7165","Fill the card form and complete payment for the given card with 3DS authentication","tests.accept_a_payment","2026-07-16","passed","2026-07-16","Test3DSecureAuthenticationFlow","test_card","",""
"","1","test_str_shows_only_last_four_digits[webkit-exactly-four-masks-everything]","tests.framework","2026-07-16","passed","2026-07-16","TestCardMasking","test_models","",""
"","1195","test_missing_reason_is_rejected[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_quarantine","",""
"","1473","test_optout_scoped_to_conftest_directory[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_retry_optout","",""
"Goto card.html and assert #messages is hidden on load.","4078","#messages panel is hidden on load","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestPageLoadAndInitialState","test_card","",""
"","3","test_empties_allure_results_dir_contents_but_keeps_directory[webkit]","tests.framework","2026-07-16","passed","2026-07-16","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","1471","test_outcomes_and_run_metadata_recorded[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_run_record","",""
"Test form validation: invalid card number.","6024","Form validation - invalid card format","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestCardFormValidation","test_card","",""
"","1","test_missing_history_starts_fresh[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","1","test_str_shows_only_last_four_digits[chromium-exactly-four-masks-everything]","tests.framework","2026-07-16","passed","2026-07-16","TestCardMasking","test_models","",""
"","1","test_str_never_contains_the_full_pan[chromium]","tests.framework","2026-07-16","passed","2026-07-16","TestCardMasking","test_models","",""
"","0","test_release_needs_the_full_streak[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","1454","test_reruns_counted_with_final_pass[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_run_record","",""
"","0","test_returns_correct_url_for_every_registered_combination[firefox-acceptapayment-docker]","tests.framework","2026-07-16","passed","2026-07-16","TestGetBaseUrl","test_config","",""
"","1558","test_missing_expires_is_rejected[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_quarantine","",""
"","3","test_release_after_ten_consecutive_xpass[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","2979","test_fail_then_pass_is_counted_flaky[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flaky_summary","",""
"","1","test_unlinks_symlinked_file_without_deleting_its_target[firefox]","tests.framework","2026-07-16","passed","2026-07-16","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","2061","test_summary_mirrored_to_github_step_summary[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_flaky_summary","",""
"Test form validation: ZIP/postal code field left empty.","9357","Form validation - incomplete ZIP code","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestCardFormValidation","test_card","",""
"","2075","test_summary_mirrored_to_github_step_summary[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flaky_summary","",""
"Goto card.html and assert #submit/pay button is enabled.","5670","Pay button is enabled on load","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestPageLoadAndInitialState","test_card","",""
"Test form validation: invalid expiration date month.","5046","Form validation - invalid expiration date month","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestCardFormValidation","test_card","",""
"","1","test_single_incident_is_not_enough[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","1","test_returns_correct_url_for_every_registered_combination[webkit-acceptapayment-docker]","tests.framework","2026-07-16","passed","2026-07-16","TestGetBaseUrl","test_config","",""
"","2067","test_expired_marker_aborts_the_run_naming_the_test[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_quarantine","",""
"","2436","test_non_iso_expires_is_rejected[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_quarantine","",""
"","4","test_docker_env_resolves_to_compose_service_hostname[firefox]","tests.framework","2026-07-16","passed","2026-07-16","TestGetBaseUrl","test_config","",""
"Goto card.html and assert #card-errors is empty.","2050","#card-errors is empty on load","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestPageLoadAndInitialState","test_card","",""
"Test form validation: CVC field left empty.","4935","Form validation - incomplete CVC","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestCardFormValidation","test_card","",""
"","1991","test_demo_marker_bucketed_separately[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flaky_summary","",""
"","1","test_far_expiry_is_not_listed[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","5","test_merge_is_idempotent_per_run_id[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"Test form validation: ZIP/postal code field left empty.","8768","Form validation - incomplete ZIP code","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestCardFormValidation","test_card","",""
"","0","test_merge_appends_new_run[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"Test form validation: expiration date field left empty.","5685","Form validation - incomplete expiration date","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestCardFormValidation","test_card","",""
"","1","test_repr_never_exposes_the_cvc[chromium]","tests.framework","2026-07-16","passed","2026-07-16","TestCardMasking","test_models","",""
"","2701","test_fail_then_fail_lands_in_failed_after_retry[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flaky_summary","",""
"","1379","test_inert_without_github_run_id[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_run_record","",""
"Goto card.html and assert #submit/pay button is enabled.","4188","Pay button is enabled on load","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestPageLoadAndInitialState","test_card","",""
"","1464","test_quarantined_entry_carries_flag_and_expires[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_run_record","",""
"","1","test_candidate_evidence_links_incident_runs[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","1","test_stale_incidents_self_clean[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","1292","test_missing_reason_is_rejected[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_quarantine","",""
"Goto card.html and assert #name input value is 'Jenny Rosen'.","3719","Name input is pre-filled with ""Jenny Rosen""","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestPageLoadAndInitialState","test_card","",""
"","0","test_fail_rate_below_threshold_is_quiet[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","1","test_empties_allure_results_dir_contents_but_keeps_directory[chromium]","tests.framework","2026-07-16","passed","2026-07-16","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","6","test_invalid_env_error_lists_valid_options[firefox]","tests.framework","2026-07-16","passed","2026-07-16","TestGetBaseUrl","test_config","",""
"","1628","test_non_iso_expires_is_rejected[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_quarantine","",""
"","2201","test_optout_scoped_to_conftest_directory[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_retry_optout","",""
"","1","test_candidate_includes_paste_ready_marker_with_computed_expiry[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","1235","test_expired_marker_aborts_the_run_naming_the_test[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_quarantine","",""
"","0","test_quarantine_demo_shielded_failure[webkit]","tests.framework","2026-07-16","skipped","2026-07-16","","test_quarantine_demo","",""
"","1","test_candidate_evidence_links_incident_runs[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"
        After successful payment, payment intent ID appears as a link to the Stripe dashboard.
        ","8816","Payment Intent ID appears as a dashboard link in #messages after successful payment","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestSuccessfulPayment","test_card","",""
"Fill the card form and complete payment for the given card.","6396","Fill the card form and complete payment for the given card with 3DS authentication","tests.accept_a_payment","2026-07-16","passed","2026-07-16","Test3DSecureAuthenticationFlow","test_card","",""
"Test form validation: invalid card number.","5973","Form validation - invalid card format","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestCardFormValidation","test_card","",""
"","2055","test_missing_expires_is_rejected[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_quarantine","",""
"","1353","test_framework_items_never_rerun[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_retry_optout","",""
"","1559","test_outcomes_and_run_metadata_recorded[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_run_record","",""
"","2054","test_quarantined_failure_becomes_xfail_and_run_stays_green[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_quarantine","",""
"
        After successful payment, payment intent ID appears as a link to the Stripe dashboard.
        ","8368","Payment Intent ID appears as a dashboard link in #messages after successful payment","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestSuccessfulPayment","test_card","",""
"","1","test_stale_incidents_self_clean[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","2697","test_demo_marker_bucketed_separately[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_flaky_summary","",""
"","1541","test_reruns_counted_with_final_pass[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_run_record","",""
"","1","test_returns_correct_url_for_every_registered_combination[chromium-acceptapayment-docker]","tests.framework","2026-07-16","passed","2026-07-16","TestGetBaseUrl","test_config","",""
"","1","test_quarantine_demo_shielded_failure[firefox]","tests.framework","2026-07-16","skipped","2026-07-16","","test_quarantine_demo","",""
"","2835","test_clean_pass_prints_no_flaky_section[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flaky_summary","",""
"","1","test_failing_not_flaky_section_renders[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","1","test_repr_keeps_non_sensitive_fields_readable[chromium]","tests.framework","2026-07-16","passed","2026-07-16","TestCardMasking","test_models","",""
"","1","test_unknown_app_error_lists_registered_apps[firefox]","tests.framework","2026-07-16","passed","2026-07-16","TestGetBaseUrl","test_config","",""
"","7","test_unknown_app_error_lists_registered_apps[webkit]","tests.framework","2026-07-16","passed","2026-07-16","TestGetBaseUrl","test_config","",""
"","1416","test_flaky_demo_marker_stays_retry_eligible[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_retry_optout","",""
"","1","test_repr_never_exposes_the_cvc[webkit]","tests.framework","2026-07-16","passed","2026-07-16","TestCardMasking","test_models","",""
"","1","test_repr_never_exposes_the_cvc[firefox]","tests.framework","2026-07-16","passed","2026-07-16","TestCardMasking","test_models","",""
"Fill the card form and complete payment for the given card.","7512","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestSuccessfulPayment","test_card","",""
"","1","test_schema_mismatch_starts_fresh[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","1","test_fail_rate_branch_proposes[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","1","test_missing_history_starts_fresh[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"Goto card.html and assert status 200.","7024","Navigates directly to card.html and returns 200","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestPageLoadAndInitialState","test_card","",""
"Test form validation: expiration date field left empty.","7042","Form validation - incomplete expiration date","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestCardFormValidation","test_card","",""
"","6","test_repr_masks_the_pan[chromium]","tests.framework","2026-07-16","passed","2026-07-16","TestCardMasking","test_models","",""
"Under xdist the worker that saw the rerun must not also write the file.

    ``pytest_terminal_summary`` runs on workers too — their terminal output
    is discarded, but a file append is not. Only the controller may mirror.
    ","4350","test_xdist_mirrors_step_summary_exactly_once[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_flaky_summary","",""
"Fill the card form and complete payment for the given card.","4569","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestSuccessfulPayment","test_card","",""
"","1","test_repr_masks_the_pan[firefox]","tests.framework","2026-07-16","passed","2026-07-16","TestCardMasking","test_models","",""
"","1660","test_quarantined_pass_is_recorded_as_xpass[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_quarantine","",""
"","1731","test_summary_mirrored_to_github_step_summary[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_flaky_summary","",""
"","1578","test_flaky_demo_marker_stays_retry_eligible[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_retry_optout","",""
"","1","test_healthy_report_says_so_explicitly[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","13","test_schema_mismatch_starts_fresh[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","5285","test_xdist_forwards_rerun_reports[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_flaky_summary","",""
"","1","test_unlinks_symlinked_dir_without_deleting_its_target[chromium]","tests.framework","2026-07-16","passed","2026-07-16","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","1907","test_missing_expires_is_rejected[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_quarantine","",""
"Goto card.html and assert status 200.","5745","Navigates directly to card.html and returns 200","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestPageLoadAndInitialState","test_card","",""
"","1305","test_inert_without_github_run_id[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_run_record","",""
"","1","test_str_shows_only_last_four_digits[webkit-no-spaces]","tests.framework","2026-07-16","passed","2026-07-16","TestCardMasking","test_models","",""
"Test form validation: invalid expiration date month.","6664","Form validation - invalid expiration date month","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestCardFormValidation","test_card","",""
"","9","test_expiring_section_renders[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","0","test_merge_windows_to_keep_runs[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","1","test_two_recent_incidents_propose_quarantine[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","1","test_corrupt_history_starts_fresh[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","8","test_release_requires_every_browser_clean[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","1","test_str_shows_only_last_four_digits[firefox-no-spaces]","tests.framework","2026-07-16","passed","2026-07-16","TestCardMasking","test_models","",""
"","2439","test_demo_marker_bucketed_separately[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_flaky_summary","",""
"","1","test_creates_missing_log_and_allure_dirs[firefox]","tests.framework","2026-07-16","passed","2026-07-16","TestCleanAndCreateLogDirs","test_log_helpers","",""
"Test form validation: invalid expiration date month.","5567","Form validation - invalid expiration date month","tests.accept_a_payment","2026-07-16","passed","2026-07-16","TestCardFormValidation","test_card","",""
"","0","test_str_shows_only_last_four_digits[chromium-amex-uneven]","tests.framework","2026-07-16","passed","2026-07-16","TestCardMasking","test_models","",""
"","5","test_expiring_section_renders[firefox]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","1","test_stale_incidents_self_clean[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","0","test_repr_keeps_non_sensitive_fields_readable[firefox]","tests.framework","2026-07-16","passed","2026-07-16","TestCardMasking","test_models","",""
"","8","test_release_needs_the_full_streak[webkit]","tests.framework","2026-07-16","passed","2026-07-16","","test_flake_analysis","",""
"","2964","test_clean_pass_prints_no_flaky_section[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_flaky_summary","",""
"","1","test_unlinks_symlinked_dir_without_deleting_its_target[firefox]","tests.framework","2026-07-16","passed","2026-07-16","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","2415","test_fail_then_pass_is_counted_flaky[chromium]","tests.framework","2026-07-16","passed","2026-07-16","","test_flaky_summary","",""
